date,name,license,type,Num of Volations,High severe,Medium severe,Harm,Prev1,Prev2,Prev3
6/4/18,Autumn Village Assisted Living Facility,18030021,other,2,0,1,0,0,0,0
2/27/18,Autumn Village Assisted Living Facility,18030021,routine,4,0,1,0,0,0,0
11/27/17,Autumn Village Assisted Living Facility,18030021,other,-,0,0,0,0,0,0
10/5/17,Autumn Village Assisted Living Facility,18030021,complaint,1,0,1,0,0,0,0
3/27/17,Autumn Village Assisted Living Facility,18030021,routine,6,1,2,0,0,0,0
11/24/15,Autumn Village Assisted Living Facility,18030021,routine,-,0,0,0,0,0,0
11/14/19,Avery Place,ALC000205,complaint,1,1,0,1,0,0,0
1/15/19,Avery Place,ALC000205,other,-,0,0,0,0,0,0
1/15/19,Avery Place,ALC000205,complaint,-,0,0,0,0,0,0
9/4/18,Avery Place,ALC000205,other,3,0,0,0,0,0,0
3/28/18,Avery Place,ALC000205,other,-,0,0,0,0,0,0
2/16/18,Avery Place,ALC000205,complaint,-,0,0,0,0,0,0
12/18/17,Avery Place,ALC000205,other,1,0,1,0,0,1,0
10/17/17,Avery Place,ALC000205,complaint,2,2,0,0,0,0,0
9/1/17,Avery Place,ALC000205,complaint,8,2,2,1,0,0,0
6/15/16,Avery Place,ALC000205,routine,-,0,0,0,0,0,0
2/3/16,Avery Place,ALC000205,routine,-,0,0,0,0,0,0
1/20/15,Avery Place,ALC000205,complaint,2,2,0,1,0,0,0
10/15/19,Azalea Estates of Fayetteville,56030071,routine,-,0,0,0,0,0,0
7/17/19,Azalea Estates of Fayetteville,56030071,other,1,1,0,0,1,0,0
3/29/19,Azalea Estates of Fayetteville,56030071,routine,6,2,1,0,0,0,0
4/7/17,Azalea Estates of Fayetteville,56030071,routine,-,0,0,0,0,0,0
4/11/16,Azalea Estates of Fayetteville,56030071,other,-,0,0,0,0,0,0
1/12/16,Azalea Estates of Fayetteville,56030071,routine,4,0,1,0,0,0,0
1/16/20,Azalea Manor Personal Care Home,PCH007180,complaint,1,0,0,0,0,0,0
10/23/19,Azalea Manor Personal Care Home,PCH007180,other,2,0,1,0,1,0,0
8/12/19,Azalea Manor Personal Care Home,PCH007180,complaint,-,0,0,0,0,0,0
6/12/19,Azalea Manor Personal Care Home,PCH007180,complaint,-,0,0,0,0,0,0
5/20/19,Azalea Manor Personal Care Home,PCH007180,complaint,-,0,0,0,0,0,0
5/2/19,Azalea Manor Personal Care Home,PCH007180,complaint,2,1,0,1,0,0,0
4/8/19,Azalea Manor Personal Care Home,PCH007180,Routine / Complaint,7,1,2,0,1,1,0
7/12/18,Azalea Manor Personal Care Home,PCH007180,Routine / Complaint,1,0,0,0,0,0,0
3/12/18,Azalea Manor Personal Care Home,PCH007180,complaint,4,0,1,0,0,0,0
9/5/17,Azalea Manor Personal Care Home,PCH007180,other,1,1,0,0,1,0,0
8/9/17,Azalea Manor Personal Care Home,PCH007180,complaint,-,0,0,0,0,0,0
7/17/17,Azalea Manor Personal Care Home,PCH007180,other,3,1,2,0,2,0,0
6/8/17,Azalea Manor Personal Care Home,PCH007180,complaint,5,3,1,2,1,0,0
3/20/17,Azalea Manor Personal Care Home,PCH007180,Routine / Complaint,11,3,4,1,0,0,0
11/22/16,Azalea Manor Personal Care Home,PCH007180,Routine / Complaint,3,0,1,0,0,0,0
7/18/16,Azalea Manor Personal Care Home,PCH007180,other,-,0,0,0,0,0,0
5/16/16,Azalea Manor Personal Care Home,PCH007180,other,2,0,0,0,0,0,0
4/14/16,Azalea Manor Personal Care Home,PCH007180,complaint,3,0,0,0,0,0,0
2/11/16,Azalea Manor Personal Care Home,PCH007180,complaint,-,0,0,0,0,0,0
11/17/15,Azalea Manor Personal Care Home,PCH007180,complaint,2,1,0,0,1,0,0
8/20/15,Azalea Manor Personal Care Home,PCH007180,complaint,6,2,2,0,1,0,0
5/19/15,Azalea Manor Personal Care Home,PCH007180,Routine / Complaint,4,0,1,0,0,0,0
3/13/19,Baptist Village,148030011,routine,-,0,0,0,0,0,0
1/10/17,Baptist Village,148030011,routine,-,0,0,0,0,0,0
6/3/15,Baptist Village,148030011,routine,-,0,0,0,0,0,0
8/1/19,Belmont Village Buckhead,PCH008036,Routine / Complaint,-,0,0,0,0,0,0
1/25/18,Belmont Village Buckhead,PCH008036,routine,-,0,0,0,0,0,0
10/24/16,Belmont Village Buckhead,PCH008036,complaint,1,1,0,0,0,0,0
9/19/16,Belmont Village Buckhead,PCH008036,complaint,-,0,0,0,0,0,0
8/23/16,Belmont Village Buckhead,PCH008036,routine,2,0,0,0,0,0,0
9/17/15,Belmont Village Buckhead,PCH008036,complaint,1,0,0,0,0,0,0
10/10/18,Belmont Village Johns Creek,PCH008034,complaint,-,0,0,0,0,0,0
4/12/18,Belmont Village Johns Creek,PCH008034,routine,1,0,1,0,0,0,0
10/20/16,Belmont Village Johns Creek,PCH008034,routine,-,0,0,0,0,0,0
11/8/19,Bentley Assisted Living at Northminster,ALC000191,routine,3,1,1,1,1,0,0
7/11/18,Bentley Assisted Living at Northminster,ALC000191,other,-,0,0,0,0,0,0
4/23/18,Bentley Assisted Living at Northminster,ALC000191,complaint,3,0,2,0,0,0,0
3/30/17,Bentley Assisted Living at Northminster,ALC000191,complaint,-,0,0,0,0,0,0
11/3/16,Bentley Assisted Living at Northminster,ALC000191,routine,-,0,0,0,0,0,0
11/17/15,Bentley Assisted Living at Northminster,ALC000191,complaint,-,0,0,0,0,0,0
7/13/15,Bentley Assisted Living at Northminster,ALC000191,Routine / Complaint,2,0,0,0,0,0,0
10/28/19,Benton House of Augusta,ALC000580,routine,-,0,0,0,0,0,0
2/19/19,Benton House of Augusta,ALC000580,Routine / Complaint,2,2,0,1,0,0,0
11/6/18,Benton House of Augusta,ALC000580,complaint,1,0,0,0,0,0,0
7/18/18,Benton House of Augusta,ALC000580,routine,-,0,0,0,0,0,0
1/9/18,Benton House of Augusta,ALC000580,complaint,-,0,0,0,0,0,0
5/31/17,Benton House of Augusta,ALC000580,other,-,0,0,0,0,0,0
5/16/17,Benton House of Augusta,ALC000580,complaint,-,0,0,0,0,0,0
3/8/17,Benton House of Augusta,ALC000580,Routine / Complaint,-,0,0,0,0,0,0
6/21/16,Benton House of Augusta,ALC000580,complaint,1,1,0,1,0,0,0
3/21/16,Benton House of Augusta,ALC000580,other,-,0,0,0,0,0,0
9/17/15,Benton House of Augusta,ALC000580,routine,-,0,0,0,0,0,0
11/12/19,Benton House of Covington,ALC000553,Routine / Complaint,-,0,0,0,0,0,0
8/6/19,Benton House of Covington,ALC000553,Routine / Complaint,1,1,0,1,0,0,0
2/26/19,Benton House of Covington,ALC000553,complaint,-,0,0,0,0,0,0
8/16/18,Benton House of Covington,ALC000553,routine,1,1,0,1,0,0,0
1/9/18,Benton House of Covington,ALC000553,complaint,-,0,0,0,0,0,0
8/15/17,Benton House of Covington,ALC000553,routine,-,0,0,0,0,0,0
11/15/16,Benton House of Covington,ALC000553,complaint,1,0,1,0,0,0,0
10/4/16,Benton House of Covington,ALC000553,other,1,1,0,1,0,0,0
5/6/16,Benton House of Covington,ALC000553,routine,3,1,2,0,1,0,0
1/6/16,Benton House of Covington,ALC000553,complaint,2,0,1,0,0,0,0
3/16/15,Benton House of Covington,ALC000553,routine,6,0,3,0,0,0,0
11/21/19,Benton House of Decatur,ALC000259,other,-,0,0,0,0,0,0
1/7/19,Benton House of Decatur,ALC000259,routine,-,0,0,0,0,0,0
10/22/18,Benton House of Decatur,ALC000259,complaint,-,0,0,0,0,0,0
8/6/18,Benton House of Decatur,ALC000259,complaint,-,0,0,0,0,0,0
7/17/18,Benton House of Decatur,ALC000259,complaint,-,0,0,0,0,0,0
6/26/18,Benton House of Decatur,ALC000259,complaint,-,0,0,0,0,0,0
5/30/18,Benton House of Decatur,ALC000259,complaint,1,1,0,0,0,0,0
4/19/18,Benton House of Decatur,ALC000259,complaint,3,2,1,1,0,0,0
12/19/17,Benton House of Decatur,ALC000259,routine,-,0,0,0,0,0,0
6/12/19,Benton House of Douglasville,ALC000222,routine,-,0,0,0,0,0,0
4/11/19,Benton House of Douglasville,ALC000222,routine,2,0,0,0,0,0,0
11/17/17,Benton House of Douglasville,ALC000222,complaint,-,0,0,0,0,0,0
9/20/17,Benton House of Douglasville,ALC000222,complaint,-,0,0,0,0,0,0
1/24/17,Benton House of Douglasville,ALC000222,routine,-,0,0,0,0,0,0
12/12/16,Benton House of Douglasville,ALC000222,complaint,-,0,0,0,0,0,0
2/1/16,Benton House of Douglasville,ALC000222,complaint,-,0,0,0,0,0,0
8/19/15,Benton House of Douglasville,ALC000222,complaint,-,0,0,0,0,0,0
7/28/15,Benton House of Douglasville,ALC000222,routine,7,0,2,0,0,0,0
7/23/19,Benton House of Grayson,ALC000579,routine,-,0,0,0,0,0,0
7/30/18,Benton House of Grayson,ALC000579,other,-,0,0,0,0,0,0
7/30/18,Benton House of Grayson,ALC000579,other,1,0,0,0,0,0,0
3/28/18,Benton House of Grayson,ALC000579,other,1,1,0,0,0,1,0
11/14/17,Benton House of Grayson,ALC000579,other,2,1,1,0,2,0,0
9/5/17,Benton House of Grayson,ALC000579,other,3,0,3,0,3,0,0
7/25/17,Benton House of Grayson,ALC000579,routine,3,0,0,0,0,0,0
6/26/17,Benton House of Grayson,ALC000579,complaint,-,0,0,0,0,0,0
6/5/17,Benton House of Grayson,ALC000579,complaint,-,0,0,0,0,0,0
4/26/17,Benton House of Grayson,ALC000579,complaint,6,1,2,1,0,0,0
2/9/17,Benton House of Grayson,ALC000579,complaint,1,1,0,1,0,0,0
12/8/16,Benton House of Grayson,ALC000579,complaint,-,0,0,0,0,0,0
5/9/16,Benton House of Grayson,ALC000579,routine,-,0,0,0,0,0,0
4/1/19,Benton House of Newnan,PCH008156,routine,-,0,0,0,0,0,0
10/25/18,Benton House of Newnan,PCH008156,Routine / Complaint,2,0,2,0,0,0,0
3/9/17,Benton House of Newnan,PCH008156,complaint,-,0,0,0,0,0,0
11/28/16,Benton House of Newnan,PCH008156,routine,4,0,2,0,0,0,0
3/15/16,Benton House of Newnan,PCH008156,other,2,1,1,0,0,0,0
12/11/15,Benton House of Newnan,PCH008156,other,-,0,0,0,0,0,0
7/24/15,Benton House of Newnan,PCH008156,Routine / Complaint,7,2,0,0,0,0,0
6/25/18,Benton House of Stockbridge,ALC000545,routine,-,0,0,0,0,0,0
2/7/18,Benton House of Stockbridge,ALC000545,other,1,0,1,0,1,0,0
10/24/17,Benton House of Stockbridge,ALC000545,routine,1,0,1,0,0,0,0
5/30/17,Benton House of Stockbridge,ALC000545,complaint,-,0,0,0,0,0,0
8/18/16,Benton House of Stockbridge,ALC000545,complaint,1,0,0,0,0,0,0
6/28/16,Benton House of Stockbridge,ALC000545,routine,-,0,0,0,0,0,0
9/15/15,Benton House of Stockbridge,ALC000545,other,-,0,0,0,0,0,0
6/22/15,Benton House of Stockbridge,ALC000545,Routine / Complaint,-,0,0,0,0,0,0
3/17/15,Benton House of Stockbridge,ALC000545,other,-,0,0,0,0,0,0
12/7/18,Benton House of Sugar Hill,ALC000229,complaint,-,0,0,0,0,0,0
4/16/18,Benton House of Sugar Hill,ALC000229,Routine / Complaint,-,0,0,0,0,0,0
11/17/17,Benton House of Sugar Hill,ALC000229,other,1,0,1,0,1,0,0
6/14/17,Benton House of Sugar Hill,ALC000229,other,2,2,0,2,0,0,0
3/13/17,Benton House of Sugar Hill,ALC000229,complaint,1,1,0,0,0,0,0
2/1/17,Benton House of Sugar Hill,ALC000229,routine,-,0,0,0,0,0,0
6/24/16,Benton House of Sugar Hill,ALC000229,Routine / Complaint,-,0,0,0,0,0,0
1/8/16,Benton House of Sugar Hill,ALC000229,other,1,1,0,0,0,0,0
9/18/15,Benton House of Sugar Hill,ALC000229,complaint,5,3,2,2,3,0,0
2/18/15,Benton House of Sugar Hill,ALC000229,routine,3,1,1,0,0,0,0
6/19/19,Benton House of Woodstock,ALC000582,Routine / Complaint,-,0,0,0,0,0,0
3/13/18,Benton House of Woodstock,ALC000582,Routine / Complaint,-,0,0,0,0,0,0
7/17/17,Benton House of Woodstock,ALC000582,complaint,-,0,0,0,0,0,0
3/20/17,Benton House of Woodstock,ALC000582,complaint,1,0,1,0,0,0,0
10/17/16,Benton House of Woodstock,ALC000582,routine,2,0,0,0,0,0,0
5/5/16,Benton House of Woodstock,ALC000582,complaint,2,1,0,0,0,0,0
5/3/16,Benton House of Woodstock,ALC000582,complaint,2,1,1,0,0,0,0
11/30/15,Benton House of Woodstock,ALC000582,routine,1,0,1,0,0,0,0
8/21/19,Benton Manor of Stockbridge,PCH008160,complaint,-,0,0,0,0,0,0
6/3/19,Benton Manor of Stockbridge,PCH008160,routine,-,0,0,0,0,0,0
8/24/17,Benton Manor of Stockbridge,PCH008160,routine,-,0,0,0,0,0,0
6/28/16,Benton Manor of Stockbridge,PCH008160,Routine / Complaint,-,0,0,0,0,0,0
8/11/15,Benton Manor of Stockbridge,PCH008160,routine,-,0,0,0,0,0,0
3/29/19,Berman Commons Assisted Living and Memory Care,ALC000165,complaint,1,0,1,1,0,0,0
9/10/18,Berman Commons Assisted Living and Memory Care,ALC000165,Routine / Complaint,-,0,0,0,0,0,0
3/15/18,Berman Commons Assisted Living and Memory Care,ALC000165,complaint,-,0,0,0,0,0,0
11/16/17,Berman Commons Assisted Living and Memory Care,ALC000165,other,-,0,0,0,0,0,0
7/19/17,Berman Commons Assisted Living and Memory Care,ALC000165,Routine / Complaint,2,0,1,0,0,0,0
11/2/16,Berman Commons Assisted Living and Memory Care,ALC000165,complaint,-,0,0,0,0,0,0
4/14/16,Berman Commons Assisted Living and Memory Care,ALC000165,routine,1,0,1,0,0,0,0
2/4/15,Berman Commons Assisted Living and Memory Care,ALC000165,routine,-,0,0,0,0,0,0
11/18/19,Bethel Gardens,PCH009223,complaint,-,0,0,0,0,0,0
10/23/19,Bethel Gardens,PCH009223,Routine / Complaint,-,0,0,0,0,0,0
1/10/18,Bethel Gardens,PCH009223,other,1,0,1,0,0,0,0
9/28/17,Bethel Gardens,PCH009223,Routine / Complaint,9,0,3,0,0,0,0
3/28/17,Bethel Gardens,PCH009223,complaint,1,0,1,0,0,0,0
3/30/16,Bethel Gardens,PCH009223,complaint,4,1,0,0,0,0,0
6/18/15,Bethel Gardens,PCH009223,Routine / Complaint,-,0,0,0,0,0,0
9/4/19,Big Springs Place,PCH009084,Routine / Complaint,1,1,0,1,0,0,0
7/2/19,Big Springs Place,PCH009084,complaint,1,1,0,1,0,0,0
5/15/19,Big Springs Place,PCH009084,complaint,1,1,0,0,0,0,0
4/15/19,Big Springs Place,PCH009084,complaint,1,0,1,0,0,0,0
9/21/17,Big Springs Place,PCH009084,Routine / Complaint,-,0,0,0,0,0,0
8/17/17,Big Springs Place,PCH009084,complaint,-,0,0,0,0,0,0
6/16/17,Big Springs Place,PCH009084,complaint,-,0,0,0,0,0,0
6/12/17,Big Springs Place,PCH009084,complaint,2,0,1,0,0,0,0
4/25/17,Big Springs Place,PCH009084,complaint,-,0,0,0,0,0,0
10/7/16,Big Springs Place,PCH009084,routine,4,0,1,0,0,0,0
1/11/16,Big Springs Place,PCH009084,Routine / Complaint,2,1,0,0,0,0,0
3/4/15,Big Springs Place,PCH009084,other,-,0,0,0,0,0,0
11/28/18,Blue Ridge Assisted Living and Memory Care,ALC000245,complaint,-,0,0,0,0,0,0
8/20/18,Blue Ridge Assisted Living and Memory Care,ALC000245,complaint,-,0,0,0,0,0,0
7/18/18,Blue Ridge Assisted Living and Memory Care,ALC000245,Routine / Complaint,1,1,0,0,0,0,0
8/24/17,Blue Ridge Assisted Living and Memory Care,ALC000245,routine,-,0,0,0,0,0,0
10/4/16,Blue Ridge Assisted Living and Memory Care,ALC000245,routine,-,0,0,0,0,0,0
6/7/19,Bountiful Hills Senior Living & Memory Care,PCH008709,complaint,-,0,0,0,0,0,0
5/16/17,Bountiful Hills Senior Living & Memory Care,PCH008709,routine,5,1,0,0,0,0,0
9/26/16,Bountiful Hills Senior Living & Memory Care,PCH008709,other,-,0,0,0,0,0,0
6/2/16,Bountiful Hills Senior Living & Memory Care,PCH008709,complaint,7,2,1,0,0,0,0
8/6/15,Bountiful Hills Senior Living & Memory Care,PCH008709,routine,-,0,0,0,0,0,0
4/19/19,Brasstown Manor,ALC000017,routine,-,0,0,0,0,0,0
10/10/18,Brasstown Manor,ALC000017,routine,2,0,2,0,0,0,0
5/31/17,Brasstown Manor,ALC000017,routine,5,1,1,0,0,0,0
1/27/17,Brasstown Manor,ALC000017,complaint,7,1,4,1,0,0,0
10/28/16,Brasstown Manor,ALC000017,complaint,-,0,0,0,0,0,0
8/31/16,Brasstown Manor,ALC000017,complaint,1,1,0,0,0,0,0
1/5/16,Brasstown Manor,ALC000017,Routine / Complaint,-,0,0,0,0,0,0
12/16/19,Brickmont Acworth SPE,Pending,routine,-,0,0,0,0,0,0
5/30/19,Brickmont Assisted Living,ALC000230,complaint,-,0,0,0,0,0,0
4/18/19,Brickmont Assisted Living,ALC000230,routine,-,0,0,0,0,0,0
5/15/17,Brickmont Assisted Living,ALC000230,complaint,-,0,0,0,0,0,0
1/31/17,Brickmont Assisted Living,ALC000230,routine,-,0,0,0,0,0,0
7/26/19,Brickmont Woodstock SPE,ALC000572,complaint,1,1,0,1,0,0,0
2/11/19,Brickmont Woodstock SPE,ALC000572,routine,-,0,0,0,0,0,0
2/11/19,Brickmont Woodstock SPE,ALC000572,routine,-,0,0,0,0,0,0
8/27/19,"Bridge at Lawrenceville, The",67030161,complaint,-,0,0,0,0,0,0
11/29/18,"Bridge at Lawrenceville, The",67030161,routine,5,1,2,0,0,1,0
12/21/17,"Bridge at Lawrenceville, The",67030161,other,3,1,1,0,2,0,0
5/4/17,"Bridge at Lawrenceville, The",67030161,complaint,5,2,0,2,0,0,0
5/2/17,"Bridge at Lawrenceville, The",67030161,complaint,5,1,2,0,1,0,0
2/8/17,"Bridge at Lawrenceville, The",67030161,routine,2,1,0,0,0,0,0
9/9/15,"Bridge at Lawrenceville, The",67030161,other,-,0,0,0,0,0,0
5/28/15,"Bridge at Lawrenceville, The",67030161,Routine / Complaint,6,4,2,1,2,0,0
4/23/19,Brightmoor Senior Living,126030031,routine,1,0,0,0,0,0,0
1/29/18,Brightmoor Senior Living,126030031,other,-,0,0,0,0,0,0
8/31/17,Brightmoor Senior Living,126030031,other,1,0,1,0,1,0,0
5/3/17,Brightmoor Senior Living,126030031,routine,3,0,2,0,0,0,0
10/13/16,Brightmoor Senior Living,126030031,other,1,0,0,0,1,0,0
3/17/16,Brightmoor Senior Living,126030031,routine,1,0,1,0,0,0,0
7/12/19,Brighton Gardens of Buckhead,ALC000025,complaint,-,0,0,0,0,0,0
5/10/19,Brighton Gardens of Buckhead,ALC000025,routine,-,0,0,0,0,0,0
1/24/19,Brighton Gardens of Buckhead,ALC000025,complaint,-,0,0,0,0,0,0
12/4/18,Brighton Gardens of Buckhead,ALC000025,Routine / Complaint,2,1,1,1,0,0,0
4/19/18,Brighton Gardens of Buckhead,ALC000025,other,-,0,0,0,0,0,0
12/14/17,Brighton Gardens of Buckhead,ALC000025,routine,3,0,0,0,0,0,0
10/23/17,Brighton Gardens of Buckhead,ALC000025,other,-,0,0,0,0,0,0
3/10/17,Brighton Gardens of Buckhead,ALC000025,complaint,-,0,0,0,0,0,0
12/23/16,Brighton Gardens of Buckhead,ALC000025,other,1,1,0,0,0,0,0
6/3/16,Brighton Gardens of Buckhead,ALC000025,routine,1,0,1,0,0,0,0
10/8/19,Brighton Gardens of Dunwoody,ALC000026,routine,-,0,0,0,0,0,0
7/22/19,Brighton Gardens of Dunwoody,ALC000026,Routine / Complaint,2,1,1,0,0,0,0
8/6/18,Brighton Gardens of Dunwoody,ALC000026,routine,-,0,0,0,0,0,0
6/26/17,Brighton Gardens of Dunwoody,ALC000026,routine,1,0,1,0,1,0,0
3/14/17,Brighton Gardens of Dunwoody,ALC000026,complaint,2,0,1,0,0,0,0
1/4/17,Brighton Gardens of Dunwoody,ALC000026,complaint,-,0,0,0,0,0,0
12/14/16,Brighton Gardens of Dunwoody,ALC000026,other,3,2,1,1,0,0,0
10/6/16,Brighton Gardens of Dunwoody,ALC000026,complaint,-,0,0,0,0,0,0
6/2/16,Brighton Gardens of Dunwoody,ALC000026,routine,1,0,1,0,0,0,0
12/14/15,Brighton Gardens of Dunwoody,ALC000026,complaint,2,0,0,0,0,0,0
9/30/15,Brighton Gardens of Dunwoody,ALC000026,Routine / Complaint,-,0,0,0,0,0,0
2/13/15,Brighton Gardens of Dunwoody,ALC000026,routine,-,0,0,0,0,0,0
4/23/19,Brookdale Augusta,121030121,complaint,1,1,0,0,0,0,0
12/5/18,Brookdale Augusta,121030121,complaint,1,0,1,0,0,0,0
9/27/18,Brookdale Augusta,121030121,routine,5,0,2,0,0,0,0
5/24/18,Brookdale Augusta,121030121,other,-,0,0,0,0,0,0
3/26/18,Brookdale Augusta,121030121,other,-,0,0,0,0,0,0
12/11/17,Brookdale Augusta,121030121,complaint,3,0,3,0,0,0,0
11/1/17,Brookdale Augusta,121030121,complaint,1,1,0,0,0,0,0
7/17/17,Brookdale Augusta,121030121,other,1,0,1,0,1,0,0
4/18/17,Brookdale Augusta,121030121,routine,5,0,1,0,0,0,0
7/20/16,Brookdale Augusta,121030121,other,-,0,0,0,0,0,0
4/12/16,Brookdale Augusta,121030121,other,3,0,3,0,2,1,0
10/29/15,Brookdale Augusta,121030121,Routine / Complaint,7,0,1,0,1,0,0
2/3/15,Brookdale Augusta,121030121,other,-,0,0,0,0,0,0
10/9/19,Brookdale Buford,PCH008478,routine,2,0,0,0,0,0,0
10/24/17,Brookdale Buford,PCH008478,complaint,-,0,0,0,0,0,0
6/14/17,Brookdale Buford,PCH008478,routine,8,0,0,0,0,0,0
8/30/16,Brookdale Buford,PCH008478,complaint,4,0,2,0,0,2,0
8/1/16,Brookdale Buford,PCH008478,complaint,1,0,1,0,0,0,0
7/5/16,Brookdale Buford,PCH008478,complaint,5,0,4,0,3,0,0
10/29/15,Brookdale Buford,PCH008478,Routine / Complaint,10,0,6,0,0,0,0
2/23/15,Brookdale Buford,PCH008478,other,-,0,0,0,0,0,0
4/30/19,Brookdale Canton,PCH009785,routine,-,0,0,0,0,0,0
2/4/19,Brookdale Canton,PCH009785,Routine / Complaint,-,0,0,0,0,0,0
12/5/18,Brookdale Canton,PCH009785,routine,1,0,1,0,0,0,0
2/27/18,Brookdale Canton,PCH009785,complaint,-,0,0,0,0,0,0
11/6/17,Brookdale Canton,PCH009785,Routine / Complaint,1,1,0,1,0,0,0
9/20/16,Brookdale Canton,PCH009785,Routine / Complaint,1,0,0,0,0,0,0
5/25/16,Brookdale Canton,PCH009785,other,-,0,0,0,0,0,0
10/15/15,Brookdale Canton,PCH009785,Routine / Complaint,4,0,1,0,0,0,0
1/22/15,Brookdale Canton,PCH009785,other,1,1,0,0,0,0,0
1/7/19,Brookdale Carrollton,ALC000115,Routine / Complaint,-,0,0,0,0,0,0
3/30/17,Brookdale Carrollton,ALC000115,routine,-,0,0,0,0,0,0
10/31/16,Brookdale Carrollton,ALC000115,other,-,0,0,0,0,0,0
8/23/16,Brookdale Carrollton,ALC000115,routine,2,0,1,0,0,0,0
3/30/15,Brookdale Carrollton,ALC000115,routine,1,0,1,0,0,0,0
6/19/19,Brookdale Chambrel Roswell,60030061,complaint,-,0,0,0,0,0,0
8/29/18,Brookdale Chambrel Roswell,60030061,other,-,0,0,0,0,0,0
7/11/17,Brookdale Chambrel Roswell,60030061,other,-,0,0,0,0,0,0
3/29/17,Brookdale Chambrel Roswell,60030061,Routine / Complaint,3,0,1,0,0,0,0
2/23/16,Brookdale Chambrel Roswell,60030061,routine,1,0,1,0,0,0,0
6/29/15,Brookdale Chambrel Roswell,60030061,complaint,1,0,1,0,0,0,0
1/5/15,Brookdale Chambrel Roswell,60030061,complaint,-,0,0,0,0,0,0
11/21/19,Brookdale Chambrel Roswell Mc,ALC000216,routine,-,0,0,0,0,0,0
8/16/19,Brookdale Chambrel Roswell Mc,ALC000216,Routine / Complaint,2,1,0,1,0,0,0
4/9/19,Brookdale Chambrel Roswell Mc,ALC000216,complaint,-,0,0,0,0,0,0
2/7/18,Brookdale Chambrel Roswell Mc,ALC000216,routine,-,0,0,0,0,0,0
9/21/16,Brookdale Chambrel Roswell Mc,ALC000216,routine,-,0,0,0,0,0,0
10/17/19,Brookdale Columbus,106030171,Routine / Complaint,-,0,0,0,0,0,0
9/3/19,Brookdale Columbus,106030171,complaint,-,0,0,0,0,0,0
8/21/19,Brookdale Columbus,106030171,complaint,-,0,0,0,0,0,0
7/29/19,Brookdale Columbus,106030171,complaint,-,0,0,0,0,0,0
4/18/19,Brookdale Columbus,106030171,complaint,-,0,0,0,0,0,0
3/27/19,Brookdale Columbus,106030171,complaint,-,0,0,0,0,0,0
1/4/19,Brookdale Columbus,106030171,routine,-,0,0,0,0,0,0
9/25/18,Brookdale Columbus,106030171,other,-,0,0,0,0,0,0
7/24/18,Brookdale Columbus,106030171,complaint,2,2,0,2,0,0,0
4/20/18,Brookdale Columbus,106030171,complaint,1,1,0,1,0,0,0
3/20/18,Brookdale Columbus,106030171,complaint,-,0,0,0,0,0,0
1/26/18,Brookdale Columbus,106030171,Routine / Complaint,3,2,1,1,0,0,0
11/15/17,Brookdale Columbus,106030171,other,-,0,0,0,0,0,0
9/11/17,Brookdale Columbus,106030171,complaint,-,0,0,0,0,0,0
8/22/17,Brookdale Columbus,106030171,Routine / Complaint,5,0,0,0,0,0,0
5/22/17,Brookdale Columbus,106030171,complaint,-,0,0,0,0,0,0
1/23/17,Brookdale Columbus,106030171,complaint,1,0,1,0,0,0,0
10/31/16,Brookdale Columbus,106030171,complaint,-,0,0,0,0,0,0
8/11/16,Brookdale Columbus,106030171,routine,2,0,0,0,0,0,0
4/16/15,Brookdale Columbus,106030171,Routine / Complaint,5,1,2,1,0,0,0
12/19/19,Brookdale Hartwell,73030031,complaint,-,0,0,0,0,0,0
8/27/19,Brookdale Hartwell,73030031,routine,-,0,0,0,0,0,0
6/14/19,Brookdale Hartwell,73030031,complaint,-,0,0,0,0,0,0
1/4/19,Brookdale Hartwell,73030031,complaint,-,0,0,0,0,0,0
1/4/19,Brookdale Hartwell,73030031,complaint,-,0,0,0,0,0,0
11/27/18,Brookdale Hartwell,73030031,Routine / Complaint,2,1,1,1,0,0,0
2/5/18,Brookdale Hartwell,73030031,complaint,-,0,0,0,0,0,0
1/22/18,Brookdale Hartwell,73030031,other,-,0,0,0,0,0,0
10/13/17,Brookdale Hartwell,73030031,routine,1,0,1,0,0,0,0
8/23/16,Brookdale Hartwell,73030031,Routine / Complaint,-,0,0,0,0,0,0
8/17/15,Brookdale Hartwell,73030031,routine,4,2,1,0,0,0,0
10/26/18,Brookdale Lawrenceville,67030141,Routine / Complaint,6,1,2,0,2,0,0
8/24/17,Brookdale Lawrenceville,67030141,routine,4,0,3,0,0,0,0
6/5/17,Brookdale Lawrenceville,67030141,other,1,0,0,0,0,0,0
6/1/16,Brookdale Lawrenceville,67030141,routine,-,0,0,0,0,0,0
2/17/15,Brookdale Lawrenceville,67030141,complaint,3,2,1,0,0,1,0
5/23/19,Brookdale Macon,ALC000272,Routine / Complaint,-,0,0,0,0,0,0
8/2/18,Brookdale Macon,ALC000272,routine,-,0,0,0,0,0,0
12/18/17,Brookdale Macon,ALC000272,complaint,-,0,0,0,0,0,0
7/14/17,Brookdale Macon,ALC000272,complaint,-,0,0,0,0,0,0
5/22/17,Brookdale Macon,ALC000272,routine,-,0,0,0,0,0,0
12/19/16,Brookdale Macon,ALC000272,other,2,0,0,0,0,0,0
8/25/16,Brookdale Macon,ALC000272,other,1,0,1,0,0,0,0
